index,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,CV,Structure
1953,2.7622999,1.5269882,1.3726186000000002,1.4606,74.59,-0.24236,0.07312,0.31548000000000004,1032.0758,0.155867,-422.50284400000004,-422.49459299999995,-422.493649,-422.534941,32.635,CC12OCC1C1(O)CC21
1954,2.6496557000000003,1.5321915000000002,1.3492613000000002,1.7113,74.47,-0.22633000000000003,0.07647999999999999,0.30280999999999997,1035.4225,0.15604400000000002,-422.50681,-422.498574,-422.49762999999996,-422.538816,33.152,OC12CC1C1(O)CCC21
1955,3.441586,1.3028521999999998,1.1921201000000001,1.5909,75.24,-0.23410999999999998,0.07694,0.31105,1112.2659,0.156403,-422.524796,-422.51662400000004,-422.51568,-422.557234,31.706,CC12CC1C1(CO1)CO2
1956,3.3704775999999996,1.3037674,1.1899946000000001,0.6565,75.2,-0.25378,0.07757,0.33135000000000003,1118.4889,0.156475,-422.540129,-422.531949,-422.531004,-422.572545,31.686,CC12CCC3(CO3)C1O2
1957,3.5193449,1.3121527,1.2050659,2.3165,76.07,-0.23337,0.08857999999999999,0.32195,1114.187,0.156065,-422.52909500000004,-422.52085800000003,-422.51991399999997,-422.56155099999995,31.903000000000002,CC12COC3(CC3)C1O2
1958,3.3756498,1.3123677,1.2237573,1.3673,75.76,-0.23031,0.0704,0.30071,1094.979,0.156763,-422.52967800000005,-422.52160499999997,-422.520661,-422.561775,32.184,OC12CC1C1(CC1)OC2
1959,3.2998521,1.2867614,1.1729986000000001,1.9707,74.98,-0.25206999999999996,0.07662999999999999,0.3287,1111.6804,0.157152,-422.538336,-422.53031500000003,-422.52937099999997,-422.57045899999997,31.903000000000002,OC12CC1C1(CO1)CC2
1960,3.9430297999999997,1.2007946000000003,1.0912004,2.6293,75.49,-0.23804,0.07046000000000001,0.3085,1165.4942,0.155723,-422.495915,-422.48755300000005,-422.486609,-422.52890999999994,31.619,CC12CC1C1(COC1)O2
1961,4.1927541,1.1573799999999999,1.0811819999999999,3.3533,75.84,-0.23229,0.07209,0.30438000000000004,1186.5230000000001,0.155686,-422.503211,-422.494805,-422.49386100000004,-422.53639400000003,31.659000000000002,CC12CC3(CCO3)C1O2
1962,4.253799400000001,1.1119068,1.0409342,2.4984,75.32,-0.2435,0.07094,0.31444,1205.9757,0.15575799999999998,-422.497576,-422.48914299999996,-422.488199,-422.530851,31.51,CC12CC3(COC3)C1O2
1963,4.0078494,1.1704698999999998,1.0768521999999998,2.6839,75.6,-0.23756,0.07777,0.31533,1168.5832,0.1562,-422.50713499999995,-422.49880099999996,-422.49785599999996,-422.540122,32.001,OC12CC1C1(CCO1)C2
1964,4.0587896,1.1200849,1.0370546,2.5291,75.09,-0.24299,0.07254,0.31553000000000003,1188.0574,0.156362,-422.49971600000003,-422.491369,-422.490425,-422.532896,31.743000000000002,OC12CC1C1(COC1)C2
1965,3.1304265,1.6251548,1.4497017,3.1611,73.48,-0.24429,0.07418999999999999,0.31848000000000004,979.3327,0.158031,-422.53454400000004,-422.527183,-422.526239,-422.56582000000003,29.785,CC12CC3CC(O3)C1O2
1966,3.0243896,1.6383563,1.4629972,0.9869,73.65,-0.2395,0.07826,0.31776,964.3488,0.158803,-422.53913099999994,-422.531901,-422.53095700000006,-422.57017,30.05,OC12CC1C1CC(C2)O1
1967,3.2673627,1.3673163000000002,1.2622343,0.7341,74.1,-0.25640999999999997,0.07388,0.33029000000000003,1089.6644,0.155791,-422.54683700000004,-422.538499,-422.537555,-422.57918099999995,32.357,CC12CC3(C)OC3C1O2
1968,3.231747,1.4366584,1.1835289,1.0632,74.3,-0.25116,0.07016,0.32132,1085.4736,0.156325,-422.54278700000003,-422.534584,-422.53364000000005,-422.574817,32.67,CC12CC3(O)CC3C1O2
1969,3.1047834,1.4334155000000002,1.1763748,2.4556,74.04,-0.23929,0.07199,0.31128,1079.499,0.1567,-422.536683,-422.528519,-422.527574,-422.568594,33.128,OC12CC1C1CC1(O)C2
1970,2.9608195,1.6813276000000001,1.3314959,2.4664,74.4,-0.25083,0.07955,0.33038,1007.8152,0.157384,-422.526667,-422.518917,-422.51797300000004,-422.5584,30.773000000000003,CC12CC1C1OC1CO2
1971,2.9511457,1.5543447,1.3361172,0.5627,73.71,-0.25813,0.06597,0.32410000000000005,1029.3617,0.157646,-422.54461,-422.53679800000003,-422.53585400000003,-422.57645199999996,30.754,CC12CCC3OC3C1O2
1972,2.9370547,1.5802858,1.3569028,2.3461,74.02,-0.23540999999999998,0.0832,0.31861,1021.7464,0.157424,-422.527784,-422.519926,-422.51898200000005,-422.55967300000003,30.98,CC12COC3CC3C1O2
1973,2.8508005,1.5774021999999999,1.3790478000000002,0.7277,74.16,-0.23059000000000002,0.07339,0.30398000000000003,1006.7134,0.158146,-422.52867000000003,-422.52100099999996,-422.520057,-422.56018200000005,31.229,OC12CC1C1CC1OC2
1974,2.8578575,1.5443615,1.3332859,1.0288,73.82,-0.25094,0.08058,0.33152,1021.1756,0.158349,-422.54587999999995,-422.538245,-422.53730099999996,-422.577419,30.948,OC12CC1C1OC1CC2
1975,2.3120376,2.0700439999999998,1.5170324,0.9793,73.67,-0.24028000000000002,0.07702,0.3173,950.4701,0.15701199999999998,-422.51816799999995,-422.51037699999995,-422.509433,-422.549696,31.849,CC12CC(O1)C1CC21O
1976,2.3281186000000003,2.045443,1.5178061999999999,3.1005,73.83,-0.2382,0.07774,0.31594,960.5849,0.15589,-422.51340700000003,-422.50538,-422.50443499999994,-422.54527800000005,31.769000000000002,CC12OC1C1CC2(C)O1
1977,2.2728460999999998,2.0959087,1.5049179,2.4784,73.78,-0.24675,0.06849,0.31524,952.6547,0.156987,-422.527567,-422.51974900000005,-422.518804,-422.559124,31.745,CC12OC1C1CC2(O)C1
1978,2.243092,2.1030074,1.5366326000000001,1.9877,74.0,-0.23245,0.06496,0.29741,940.6718,0.157623,-422.52780099999995,-422.52003499999995,-422.519091,-422.559221,32.038000000000004,OC12CC1C1CC2(O)C1
1979,3.111308,1.5194778999999998,1.3585425,0.9309999999999999,74.27,-0.23226999999999998,0.07127,0.30354000000000003,1024.2395,0.157422,-422.528928,-422.521154,-422.52020999999996,-422.56120300000003,30.234,CC12CC1C1OCC1O2
1980,3.6428159,1.4543162,1.2738673,3.1236,73.77,-0.23706,0.06544,0.3025,1041.6162,0.157895,-422.53609900000004,-422.528487,-422.527543,-422.56784000000005,29.910999999999998,CC12CC3COC3C1O2
1981,3.2193602,1.4409541000000001,1.2947627,0.8329,74.02,-0.24634,0.07825,0.32459,1050.4557,0.157684,-422.54128399999996,-422.533531,-422.53258700000004,-422.57345899999996,30.024,CC12CC3OCC3C1O2
1982,3.1290495,1.4387845,1.2992603,2.3157,74.14,-0.24197,0.07742,0.31939,1041.9641,0.158176,-422.536963,-422.52926900000006,-422.528324,-422.56909800000005,30.355,OC12CC1C1COC1C2
1983,3.180822,1.4177963,1.2879748,2.925,73.89,-0.24381999999999998,0.07596,0.31978,1048.0956,0.158237,-422.536706,-422.52899400000007,-422.52805,-422.568992,30.320999999999998,OC12CC1C1OCC1C2
1984,2.348792,1.7078175,1.5312266,0.762,74.74,-0.2421,0.06175,0.30385,993.6998,0.156366,-422.51597999999996,-422.50771799999995,-422.506774,-422.548178,32.284,CC12CC1C1OCC21O
1985,2.4522809,1.8716041,1.3633206,1.805,74.16,-0.24238,0.06822,0.3106,995.2948,0.15604500000000002,-422.499162,-422.490916,-422.48997099999997,-422.531249,32.49,CC12COC1C1CC21O
1986,2.4749562999999997,1.8427348999999997,1.3843523000000002,1.2081,74.47,-0.2391,0.06672,0.30582,1001.8032,0.155371,-422.50575499999997,-422.49730199999993,-422.49635700000005,-422.538095,32.974000000000004,CC12OC1C1CCC21O
1987,2.4825784,1.8882153000000002,1.3951249,2.8126,74.6,-0.23676999999999998,0.06318,0.29995,998.8925,0.155291,-422.49917300000004,-422.490833,-422.48988899999995,-422.53142,32.312,CC12OC1C1COC21C
1988,2.4885485000000003,1.8557645,1.3667799999999999,3.1625,74.3,-0.2391,0.05621,0.29531,1006.4213,0.15541,-422.49457800000005,-422.48626500000006,-422.485321,-422.52682000000004,32.169000000000004,CC12OC1C1OCC21C
1989,2.4870314,1.8692196,1.3798997,2.5972,74.22,-0.2296,0.06166,0.29125999999999996,991.8644,0.15617,-422.502945,-422.49478799999997,-422.493844,-422.534896,32.45,CC12OCC1C1CC21O
1990,2.4808004,1.8452553,1.3643493,1.9582,74.21,-0.22189,0.05925,0.28114,994.307,0.156569,-422.508087,-422.500052,-422.49910800000004,-422.53983,32.701,OC12CC1C1CCC21O
1991,2.7657331000000003,1.9297837,1.5747741000000002,1.7201,73.15,-0.25,0.0913,0.3413,924.8166,0.15934700000000002,-422.55605499999996,-422.548961,-422.548016,-422.58705499999996,29.017,CC12CC1C1COC2O1
1992,2.8179078,1.8703762,1.5557615,1.9069,73.03,-0.24853000000000003,0.08788,0.33641,931.846,0.15934700000000002,-422.55507300000005,-422.547964,-422.54702000000003,-422.58614500000004,29.016,CC12CC1C1OCC2O1
1993,2.8278566,1.8265615000000002,1.5520258,1.3051,72.8,-0.24389,0.08603,0.32992,935.2604,0.15898199999999998,-422.552411,-422.54527300000007,-422.544329,-422.583471,29.195,CC12OC1C1CC2CO1
1994,2.8175696,1.8343601000000003,1.5388852,2.9469,72.76,-0.24648,0.08237,0.32885,942.3524,0.158795,-422.555184,-422.54792199999997,-422.546978,-422.58646799999997,29.305999999999997,CC12OC1C1CCC2O1
1995,2.9841184,1.7197218999999997,1.6230091,2.7766,73.27,-0.23847,0.08611,0.32458000000000004,936.0914,0.15873199999999998,-422.544154,-422.53702599999997,-422.536082,-422.57517300000006,29.191999999999997,CC12OC1C1COC2C1
1996,2.9320798999999997,1.7173604999999998,1.5949313999999999,1.5116,73.16,-0.24436,0.07915,0.32351,927.1553,0.159418,-422.546758,-422.539783,-422.53883899999994,-422.57750300000004,29.448,OC12CC1C1CC2CO1
1997,2.7425954,1.8812319,1.5589916000000001,0.8936,73.1,-0.24659,0.07619,0.32278,926.9885,0.15970299999999998,-422.56029400000006,-422.553217,-422.55227300000007,-422.591199,29.497,OC12CC1C1CCC2O1
1998,2.9436621,1.7146046999999998,1.6059668,0.4422,73.19,-0.23740999999999998,0.0797,0.31711,927.0688,0.159492,-422.54752300000007,-422.540541,-422.53959699999996,-422.578258,29.456999999999997,OC12CC1C1COC2C1
1999,2.9193732000000003,1.7128311999999999,1.3430633,1.5433,74.19,-0.25251999999999997,0.09337999999999999,0.34590000000000004,998.1802,0.158279,-422.534508,-422.52685999999994,-422.525916,-422.56636399999996,29.82,CC12CC1C1OCOC21
2000,2.9115325,1.6601843,1.3093162,1.992,73.77,-0.23634000000000002,0.0808,0.31714000000000003,1017.198,0.15773199999999998,-422.53341500000005,-422.525625,-422.52468,-422.56549,30.189,CC12OC1C1CCOC21
2001,3.4338994,1.4536803,1.2490214,2.7389,73.93,-0.23623000000000002,0.07672000000000001,0.31295,1053.1566,0.157969,-422.523196,-422.515475,-422.514531,-422.55518600000005,29.986,CC12OC1C1COCC21
2002,3.3093744,1.5182315,1.3450428,2.3912,73.92,-0.22891,0.07895,0.30785999999999997,1021.2748,0.157827,-422.52779400000003,-422.52007000000003,-422.51912599999997,-422.559746,30.076999999999998,CC12OC1C1OCCC21
2003,2.9004467999999997,1.7245025,1.3324148999999998,1.9112,74.21,-0.22674,0.07891000000000001,0.30565,994.5956,0.15881099999999998,-422.538368,-422.530909,-422.52996500000006,-422.569946,29.962,OC12CC1C1CCOC21
2004,2.9471437999999996,1.6495296999999998,1.313676,2.5238,74.6,-0.2453,0.07562999999999999,0.32093,1008.7853,0.15846300000000002,-422.533825,-422.52623700000004,-422.525293,-422.565542,30.160999999999998,OC12CC1C1COCC21
2005,2.9122736000000002,1.6651668999999998,1.3259283000000002,2.2624,74.24,-0.24256,0.07389,0.31645,1002.8125,0.158545,-422.537422,-422.529839,-422.52889400000004,-422.569126,30.272,OC12CC1C1OCCC21
2006,2.1753907000000003,1.8715277,1.462212,2.4891,75.89,-0.22487,0.00923,0.2341,997.6799,0.15546500000000002,-422.55744699999997,-422.54866200000004,-422.547718,-422.589871,34.806999999999995,CC1(O)C=CC2CC12O
2007,2.168431,1.9189685,1.4530645,2.0987,75.0,-0.24656,-0.00839,0.23817,1000.8618,0.15543900000000002,-422.561002,-422.55231900000007,-422.551375,-422.59341900000004,34.097,CC12OC1C=CC2(C)O
2008,2.7724488,1.5681205,1.1820223,2.6795,77.88,-0.24286999999999997,-0.0033,0.23956999999999998,1093.0777,0.15704100000000001,-422.53433099999995,-422.52601699999997,-422.525073,-422.56713899999994,31.648000000000003,CC12COCC=CC1O2
2009,2.7029923,1.5585332,1.1974216,0.3704,77.99,-0.22885,0.01634,0.24519000000000002,1076.8374,0.157782,-422.53923399999996,-422.53111399999995,-422.53017,-422.571514,31.921,OC12CC1C=CCOC2
2010,3.0129577999999997,1.3877238,1.1518293,2.4866,74.99,-0.22837,-0.01601,0.21236,1113.8424,0.156554,-422.567332,-422.559013,-422.558068,-422.60009800000006,32.137,CC12CC1CC(=O)CO2
2011,3.4743619,1.307397,1.1226238000000002,4.5043,75.27,-0.26064,0.015040000000000001,0.27568000000000004,1127.9184,0.157769,-422.59306399999997,-422.58482300000003,-422.583879,-422.62565199999995,31.578000000000003,CC12CC1CC(=O)OC2
2012,3.3749025,1.2930296000000001,1.1118953999999999,4.4569,75.47,-0.25540999999999997,0.01188,0.26729,1141.1485,0.157627,-422.589071,-422.58088200000003,-422.57993799999997,-422.621578,31.697,CC12CC1OC(=O)CC2
2013,3.2346052000000003,1.3327771000000002,1.1000781000000002,3.8735,75.0,-0.24136,-0.014159999999999999,0.2272,1153.1272,0.156805,-422.581749,-422.57332699999995,-422.572383,-422.61483799999996,31.935,CC12CCC(=O)CC1O2
2014,3.1108658,1.3228926,1.0982658,2.6838,74.58,-0.23888,-0.01555,0.22333000000000003,1129.2907,0.15721500000000002,-422.577481,-422.569095,-422.568151,-422.61072699999994,32.297,OC12CC1CC(=O)CC2
2015,3.8472647000000006,1.0247871,0.9113982,3.3181,76.12,-0.25136,-0.0235,0.22786,1302.9824,0.156001,-422.573017,-422.564337,-422.56339299999996,-422.606665,32.183,CC12CC(CC1O2)C=O
2016,3.5461506000000003,1.1444121,0.9964601000000001,2.5188,75.51,-0.2334,-0.02733,0.20606999999999998,1229.4375,0.155554,-422.559176,-422.55038099999996,-422.549437,-422.593355,32.411,CC12CC1CC(O2)C=O
2017,3.3384727,1.1662616000000001,0.9849979,2.4416,75.29,-0.23340999999999998,-0.028069999999999998,0.20534000000000002,1234.2078,0.15568900000000002,-422.555547,-422.546779,-422.54583499999995,-422.589593,32.335,CC12CC1OC(C2)C=O
2018,3.7491214,1.0169453000000002,0.9122986999999999,2.555,76.24,-0.24844000000000002,-0.02134,0.2271,1291.6973,0.156674,-422.570415,-422.561867,-422.56092300000006,-422.603786,32.451,OC12CC1CC(C2)C=O
2019,3.6063089999999995,1.2864368,1.1530096,3.3993,74.98,-0.25874,0.08276,0.3415,1126.8056,0.156148,-422.54001500000004,-422.531846,-422.530901,-422.57249,31.671,CC12CC3(CO3)CC1O2
2020,3.4990818,1.2875975,1.1741852,0.8477,74.65,-0.25672,0.07836,0.33508000000000004,1103.0884,0.157046,-422.53981500000003,-422.531837,-422.530893,-422.571837,31.868000000000002,OC12CC1CC1(CO1)C2
2021,3.6054626000000005,1.2885471000000002,1.178168,2.1811,74.89,-0.21916999999999998,0.07534,0.29451,1106.6361,0.156525,-422.52576100000005,-422.517733,-422.51678799999996,-422.557821,32.274,OC12CC1OC1(CC1)C2
2022,3.0646986000000003,1.6336389999999998,1.3197261,1.511,74.86,-0.23706999999999998,0.08072,0.31779,1019.4972,0.156632,-422.51092400000005,-422.50315599999993,-422.502212,-422.542643,31.146,CC12CC1OC1CC1O2
2023,3.0383564,1.5623586999999999,1.2741103,3.3175,74.26,-0.24325,0.08692000000000001,0.33017,1044.1027,0.157389,-422.540888,-422.53304199999997,-422.532098,-422.57279000000005,30.785999999999998,CC12CC3OC3CC1O2
2024,2.7124452000000003,1.6458884999999999,1.3224736000000001,1.7087,73.54,-0.2479,0.08642999999999999,0.33433,1016.796,0.157962,-422.540875,-422.533034,-422.532089,-422.573728,30.968000000000004,OC12CC1CC1OC1C2
2025,3.0038047000000003,1.5340463,1.269554,1.7557,73.8,-0.21716999999999997,0.07393,0.2911,1037.6538,0.15754200000000002,-422.517224,-422.509317,-422.50837199999995,-422.54930599999994,31.595,OC12CC1OC1CC1C2
2026,2.2092026000000002,2.0656886,1.3750801000000001,2.1099,73.91,-0.22574,0.06825,0.29399000000000003,993.7531,0.156068,-422.519726,-422.51149000000004,-422.510546,-422.551734,32.897,CC12CC1OC1CC21O
2027,2.1859203999999997,2.0085453,1.4222257999999999,1.2909,73.83,-0.24384,0.08023,0.32407,992.2854,0.156577,-422.54893,-422.540698,-422.539754,-422.58101100000005,32.523,CC12OC1CC1CC21O
2028,2.1898505,2.0320461,1.4043695,0.0445,73.9,-0.25485,0.08249,0.33734000000000003,1001.6568,0.155823,-422.54848499999997,-422.540087,-422.53914299999997,-422.580816,32.41,CC12OC1CC1OC21C
2029,2.177892,2.0523621,1.3715171,1.0098,73.84,-0.22596999999999998,0.06781000000000001,0.29378000000000004,994.1708,0.157158,-422.536454,-422.52843099999996,-422.527487,-422.56819400000006,32.718,OC12CC1CC1CC21O
2030,2.7916781000000004,1.8062521,1.4917933,3.1449,73.48,-0.24249,0.07786,0.32035,959.0004,0.15805999999999998,-422.535633,-422.52824100000004,-422.527296,-422.566925,29.835,CC12OC1CC1CC2O1
2031,2.7203611,1.8106315,1.5152671,0.5207,73.5,-0.23413,0.07464,0.30877,945.4630000000001,0.158814,-422.539321,-422.53205,-422.53110599999997,-422.570358,30.116,OC12CC1CC1CC2O1
2032,2.7140414,1.8284677,1.520274,0.4361,73.66,-0.22862,0.06805,0.29667,941.7251,0.158079,-422.52268,-422.515183,-422.514239,-422.55412199999995,30.585,OC12CC1OC1CC2C1
2033,2.6697452999999998,1.872137,1.3279071000000002,0.7973,74.05,-0.23323000000000002,0.07328,0.30651,996.0179,0.157566,-422.52611900000005,-422.51831,-422.51736600000004,-422.558337,30.211,CC12CC1OC1COC21
2034,2.6748003,1.8168168000000002,1.2900681999999999,1.5879,73.66,-0.24311,0.07359,0.3167,1013.5332,0.157781,-422.540263,-422.53243899999995,-422.531495,-422.572599,30.037,CC12OC1CC1COC21
2035,2.737237,1.7618769,1.2771541000000002,1.1315,73.81,-0.24555,0.07452,0.32007,1017.9514,0.15773900000000002,-422.541067,-422.53330300000005,-422.532359,-422.573242,30.026999999999997,CC12OC1CC1OCC21
2036,2.6265062,1.8797698,1.320185,2.3752,73.59,-0.23417,0.0634,0.29757,991.0022,0.15881900000000002,-422.539128,-422.53166500000003,-422.53072000000003,-422.57089,29.866999999999997,OC12CC1CC1COC21
2037,2.6961075,1.7917868000000001,1.3035769,2.6377,73.91,-0.24231999999999998,0.07197,0.31429,1001.1673,0.158367,-422.53748099999996,-422.529859,-422.52891500000004,-422.569342,30.275,OC12CC1CC1OCC21
2038,2.6351748,1.864743,1.3384021000000002,2.0653,73.98,-0.22924,0.07021000000000001,0.29945,989.5732,0.157806,-422.530975,-422.52331399999997,-422.52237,-422.562843,30.693,OC12CC1OC1CCC21
2039,2.0933647,1.5837016000000002,1.5082672,1.5422,75.26,-0.23933000000000001,-0.02265,0.21668,1038.9361,0.154579,-422.541513,-422.53235199999995,-422.531408,-422.57503899999995,34.329,CC1(CC2CC12O)C=O
2040,2.6146271,1.4375542,1.2555783,2.4595,76.28,-0.26326,-0.03603,0.22723000000000002,1089.1618,0.155143,-422.548663,-422.539742,-422.53879800000004,-422.581949,33.788000000000004,CC12CC1CC2(O)C=O
2041,2.3209185000000003,1.4707208,1.3866767,2.6896,75.42,-0.24495,-0.03327,0.21168,1073.1083,0.153763,-422.52994400000006,-422.520647,-422.51970300000005,-422.563819,34.359,CC12CC1OC2(C)C=O
2042,2.4334273,1.3962928,1.3171428,3.2175,75.55,-0.2379,-0.022930000000000002,0.21497,1095.6531,0.153976,-422.53930999999994,-422.53004400000003,-422.52909900000003,-422.573032,34.251,CC12OC1CC2(C)C=O
2043,2.8393165000000002,1.4830801000000002,1.2679271,2.5551,74.62,-0.23792,0.07318,0.3111,1066.6058,0.155824,-422.49177099999997,-422.48340199999996,-422.482458,-422.524746,31.544,CC12CC1OC21COC1
2044,2.8143477000000003,1.5289628,1.3038761,0.7447,74.83,-0.23479,0.07545,0.31024,1052.9488,0.155701,-422.50592699999993,-422.497462,-422.496518,-422.539074,31.743000000000002,CC12OC1CC21CCO1
2045,2.8038787999999997,1.4743143,1.2618955,2.2158,74.55,-0.24305,0.07456,0.31761,1067.5197,0.15579,-422.498154,-422.48971500000005,-422.488771,-422.531374,31.504,CC12OC1CC21COC1
2046,2.8833101,1.5406743999999999,1.3203705,1.554,75.17,-0.22744,0.06863,0.29607,1037.9267,0.156917,-422.510997,-422.502894,-422.50195,-422.543646,31.435,OC12CC1CC21CCO1
2047,2.8442556,1.4589396000000001,1.2665170000000001,1.9143,74.66,-0.24191,0.06767000000000001,0.30958,1062.4117,0.156572,-422.50038499999994,-422.49210199999993,-422.491158,-422.53326100000004,31.64,OC12CC1CC21COC1
2048,2.7813654999999997,1.5524793,1.3210643,1.2245,74.84,-0.22371,0.05822000000000001,0.28193,1069.1644,0.156182,-422.50225700000004,-422.49412300000006,-422.493179,-422.53460599999994,32.012,OC12CC1OC21CCC1
2049,3.0999953,1.300207,1.2002151,1.9366,75.2,-0.23313000000000003,0.07222999999999999,0.30535999999999996,1127.5987,0.155923,-422.48711,-422.47869699999995,-422.47775199999995,-422.52011100000004,31.7,CC12CC1OC2C1CO1
2050,2.9856892000000004,1.2311285,1.0173904,2.3825,75.42,-0.24693,0.07867,0.3256,1215.0117,0.155606,-422.49829000000005,-422.48969400000004,-422.48875,-422.53180499999996,31.993000000000002,CC12OC1CC2C1CO1
2051,3.2328414,1.2179358,0.9902027,2.2971,75.58,-0.25143000000000004,0.07214,0.32357,1214.2076,0.156134,-422.499526,-422.491008,-422.49006299999996,-422.532958,32.2,OC12CC1CC2C1CO1
2052,3.2178302000000003,1.2664756000000001,1.0098415,1.5556,75.77,-0.22180999999999998,0.06386,0.28567,1203.0305,0.156027,-422.49330599999996,-422.484841,-422.483896,-422.526577,32.42,OC12CC1OC2C1CC1
2053,2.6886215,1.4081946,1.114148,1.8136,75.95,-0.25851999999999997,0.00932,0.26784,1141.4475,0.15623800000000002,-422.56041500000003,-422.551634,-422.550689,-422.594204,32.3,CC12CC1CC2OC=O
2054,3.4775176,0.9661462,0.863196,3.7638,76.62,-0.24291999999999997,-0.02174,0.22118000000000002,1377.4109,0.15448900000000002,-422.523876,-422.514663,-422.51371900000004,-422.558783,33.118,CC12CC1OC2CC=O
2055,2.9332757999999997,1.0978541000000002,0.9205561,2.9886,76.39,-0.24754,-0.02171,0.22583000000000003,1299.4269,0.15444000000000002,-422.53353899999996,-422.524316,-422.523372,-422.56852000000003,33.097,CC12OC1CC2CC=O
2056,3.4850526,1.0136646999999999,0.8706526,3.6107,76.61,-0.24473000000000003,-0.01853,0.2262,1334.3007,0.1552,-422.53572699999995,-422.526674,-422.52572999999995,-422.57032699999996,33.176,OC12CC1CC2CC=O
2057,2.6999452999999995,1.4829427,1.0959929,2.4222,74.95,-0.23905,-0.014509999999999999,0.22454,1133.615,0.156708,-422.584583,-422.576167,-422.57522300000005,-422.61768,32.027,CC12CC(=O)CCC1O2
2058,2.5786661,1.5941462,1.1544326999999999,4.2962,75.62,-0.25356999999999996,0.01377,0.26734,1102.9724,0.15752,-422.591621,-422.58342999999996,-422.582486,-422.624117,31.739,CC12CC1CCC(=O)O2
2059,2.7815401,1.4802851000000001,1.1554594999999999,4.4646,75.23,-0.26047,0.01555,0.27602,1106.4812,0.15767899999999999,-422.593274,-422.585039,-422.584095,-422.62585700000005,31.590999999999998,CC12CC1COC(=O)C2
2060,2.6864222,1.4972094999999999,1.1506013000000002,2.3885,74.9,-0.22993000000000002,-0.021830000000000002,0.2081,1109.9097,0.15649000000000002,-422.561866,-422.55347,-422.552526,-422.59468200000003,32.221,CC12CC1OCC(=O)C2
2061,2.6407687,1.4544807,1.1046194999999999,2.0713,74.68,-0.23814000000000002,-0.01608,0.22206,1124.683,0.157125,-422.58000400000003,-422.571691,-422.570747,-422.612904,32.423,OC12CC1CCC(=O)C2
2062,2.5648957,1.7625991,1.4230585,2.5079,74.41,-0.24866999999999997,0.08912,0.33779000000000003,995.8885,0.157466,-422.524056,-422.516288,-422.515344,-422.55579000000006,30.744,CC12CC1OCC1OC21
2063,2.5970755000000003,1.8121064999999998,1.3192092,0.3219,73.9,-0.25687,0.07215,0.32902,1014.8131,0.157685,-422.54481100000004,-422.536977,-422.53603300000003,-422.576662,30.756999999999998,CC12OC1CCC1OC21
2064,2.6139111,1.8251369,1.3194392,2.3827,74.14,-0.23613,0.08659,0.32272,1009.1747,0.157379,-422.52805700000005,-422.52021399999995,-422.51927,-422.559907,30.944000000000003,CC12OC1COC1CC21
2065,2.5419428,1.8009346999999998,1.3218614,1.4749,73.75,-0.24835,0.08205,0.3304,1005.9413,0.158411,-422.545003,-422.537338,-422.53639400000003,-422.576567,30.947,OC12CC1CCC1OC21
2066,2.4514581,1.8806213999999999,1.2974253999999998,0.5973,74.24,-0.24341999999999997,0.07791000000000001,0.32133,1007.8526,0.15801600000000002,-422.52943,-422.521694,-422.52075,-422.56112300000007,31.195,OC12CC1COC1CC21
2067,2.5428523,1.7471566000000003,1.4199271999999998,1.7069999999999999,74.15,-0.23501999999999998,0.08246,0.31748000000000004,989.8371,0.15804100000000001,-422.526531,-422.51891100000006,-422.517967,-422.55795700000004,31.175,OC12CC1OCC1CC21
2068,2.3578999,1.8521435000000002,1.3111638,1.5531,74.25,-0.23356,0.07848,0.31204,1023.49,0.156673,-422.52144599999997,-422.51330700000005,-422.512363,-422.553793,31.578000000000003,CC12CC1OCC21CO1
2069,2.3940625,1.8842979,1.3008402000000001,0.3524,74.37,-0.25182,0.07976,0.33158000000000004,1022.8803,0.156591,-422.540746,-422.53256600000003,-422.53162199999997,-422.573116,31.651,CC12OC1CCC21CO1
2070,2.3921477,1.9101110000000001,1.3246581,2.3081,75.17,-0.23305,0.08208,0.31513,1017.1137,0.15623199999999998,-422.52919,-422.52103200000005,-422.520087,-422.561482,31.799,CC12OC1COC21CC1
2071,2.3817287,1.8484578,1.3122526,0.9654,74.34,-0.24815,0.07689,0.32504,1017.9831,0.157459,-422.53880499999997,-422.53085,-422.529906,-422.570767,31.737,OC12CC1CCC21CO1
2072,2.3994327,1.8870967,1.3449363,1.5523,75.3,-0.23035,0.06992000000000001,0.30027,1006.0926,0.156961,-422.530292,-422.52229900000003,-422.52135400000003,-422.56225199999994,32.009,OC12CC1COC21CC1
2073,2.3839727,1.8449547999999998,1.3172196000000003,1.0708,74.48,-0.21989,0.0693,0.28919,1016.439,0.157058,-422.523303,-422.515268,-422.51432300000005,-422.55538099999995,31.985,OC12CC1OCC21CC1
2074,2.4994807999999997,1.6241431999999998,1.1554306,2.5829,74.99,-0.24078000000000002,-0.03042,0.21036,1090.7114,0.15595699999999998,-422.560157,-422.551454,-422.550509,-422.593775,32.178000000000004,CC12CC1COC2C=O
2075,2.5181527000000004,1.5274121999999999,1.1132437,2.2074,75.23,-0.23934,-0.02508,0.21425999999999998,1118.7125,0.15623,-422.55437,-422.545725,-422.54478099999994,-422.58784,32.137,CC12CC1OCC2C=O
